% Column 0: Length, mm
% Column 1: |B|, Tesla
0.00000000e+000	1.51998638e+000	
1.60535117e-001	1.53807022e+000	
3.21070234e-001	1.55615521e+000	
4.81605351e-001	1.57424134e+000	
6.42140468e-001	1.59232857e+000	
8.02675585e-001	1.61041686e+000	
9.63210702e-001	1.62850617e+000	
1.12374582e+000	1.64659648e+000	
1.28428094e+000	1.66468774e+000	
1.44481605e+000	1.68277993e+000	
1.60535117e+000	1.70087303e+000	
1.76588629e+000	1.71896699e+000	
1.92642140e+000	1.73706179e+000	
2.08695652e+000	1.75515741e+000	
2.24749164e+000	1.77325383e+000	
2.40802676e+000	1.79135101e+000	
2.56856187e+000	1.80944894e+000	
2.72909699e+000	1.82754759e+000	
2.88963211e+000	1.84564694e+000	
3.05016722e+000	1.86374697e+000	
3.21070234e+000	1.88184766e+000	
3.37123746e+000	1.89994900e+000	
3.53177258e+000	1.91805096e+000	
3.69230769e+000	1.93615353e+000	
3.85284281e+000	1.95425669e+000	
4.01337793e+000	1.97236042e+000	
4.17391304e+000	1.99046471e+000	
4.33444816e+000	2.00856954e+000	
4.49498328e+000	2.02667490e+000	
4.65551839e+000	2.04478078e+000	
4.81605351e+000	2.06288716e+000	
4.97658863e+000	2.08099402e+000	
5.13712375e+000	2.09910136e+000	
5.29765886e+000	2.11720917e+000	
5.45819398e+000	2.13531742e+000	
5.61872910e+000	2.15342611e+000	
5.77926421e+000	2.16924903e+000	
5.93979933e+000	2.16865424e+000	
6.10033445e+000	2.16805960e+000	
6.26086957e+000	2.16746511e+000	
6.42140468e+000	2.16687076e+000	
6.58193980e+000	2.16627656e+000	
6.74247492e+000	2.16568250e+000	
6.90301003e+000	2.16508860e+000	
7.06354515e+000	2.16449484e+000	
7.22408027e+000	2.16390122e+000	
7.38461538e+000	2.16330776e+000	
7.54515050e+000	2.16271444e+000	
7.70568562e+000	2.16212127e+000	
7.86622074e+000	2.16152824e+000	
8.02675585e+000	2.16093537e+000	
8.18729097e+000	2.16034264e+000	
8.34782609e+000	2.15975006e+000	
8.50836120e+000	2.15915763e+000	
8.66889632e+000	2.15856534e+000	
8.82943144e+000	2.15797321e+000	
8.98996656e+000	2.15738122e+000	
9.15050167e+000	2.15678938e+000	
9.31103679e+000	2.15619769e+000	
9.47157191e+000	2.15560615e+000	
9.63210702e+000	2.15501476e+000	
9.79264214e+000	2.15407132e+000	
9.95317726e+000	2.15263176e+000	
1.01137124e+001	2.15119221e+000	
1.02742475e+001	2.14975266e+000	
1.04347826e+001	2.14831310e+000	
1.05953177e+001	2.14687355e+000	
1.07558528e+001	2.14543401e+000	
1.09163880e+001	2.14399446e+000	
1.10769231e+001	2.14255491e+000	
1.12374582e+001	2.14111537e+000	
1.13979933e+001	2.13967583e+000	
1.15585284e+001	2.13823629e+000	
1.17190635e+001	2.13679675e+000	
1.18795987e+001	2.13535721e+000	
1.20401338e+001	2.13391767e+000	
1.22006689e+001	2.13247814e+000	
1.23612040e+001	2.13103860e+000	
1.25217391e+001	2.12959907e+000	
1.26822742e+001	2.12815954e+000	
1.28428094e+001	2.12672001e+000	
